ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789789892,FFUZsDLWBSLvqDx5CEzf7SiJAmTkz8Z5raiZGCYXpump,2Ro4R4ny28aPunsyoYfLrb25HNeDVUUX6m5dz7WqujCN,1000,1,1,0,7315.47,0.0,1,0,7315.47,2026-09-19T00:23:18Z,2026-09-19T00:23:18Z
1789789904,FVeWAKuN22zd8RaAeKAB9LHFbbSjVpAXnLFav7iRQXBz,AvsYSyA19FikmXPmxbmRgtqKwD7HTo8EvqzdMKdkC6ev,1000,2,0,2,0.0,3369.2,0,2,0.0,2026-09-19T00:46:40Z,2026-09-19T00:58:33Z
1789789916,HkJiit2pbesCzSPyEmmf5jnvHpE3RXdB8KmzAWtsmFS6,5PoRdKH4MCg6Y4vbPNgE9z1TDwiDpiRS57cD44AKFrnn,1000,64,34,30,52491.67,56528.19,26,27,4935.67,2026-09-19T00:41:09Z,2026-09-19T03:33:17Z
1789789928,chFGwTGcqENXhfwcXqRLjAVmQn7pamew2vmH6FNj2LR,5e3X7nJYDuxdoV5xXE7qvDEDYUH9XTWnvURcqn5KPWin,1000,12,7,5,9565.46,5962.24,6,4,1865.88,2026-09-19T00:43:57Z,2026-09-19T03:33:17Z
1789789940,23MopBdQhqDuJgGYjVrf7KhmJxF9pYN3926yugx1pump,7Hgub8XduuQ2d65118R9txk77pM1wAhyHGMY9HZ78atU,1000,1,0,1,0.0,1728.19,0,1,0.0,2026-09-18T21:11:26Z,2026-09-18T21:11:26Z
1789789953,28vedSeFxNd4vtxGdyPKHtqf24pAhTz8BuJP6J1Vpaid,5gUmYBx3hSKQM6hs7owKdG1UJ8623GDERv5ugWgKjUzQ,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789789965,2RwFFqcoWrWmZu4ht7MY1uDp1WbVU4xoRmxmbkQ4pump,9pfzcU142rvfg9CLNFVmJthY8PKGibckz3Dmiczh6E7m,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789789977,3T1h8HUain7m5TywjQUZapcd4iJBMsEA2Tx2zrNypump,Dp5Z52ArkeTKxzNLmW7Hv3QHBsTNjnA13S6mGb2MS64v,1000,2,2,0,3523.93,0.0,2,0,1839.01,2026-09-18T21:13:11Z,2026-09-18T22:16:39Z
1789789989,5E78a7PTjUPNh5nYeB2YdPHkpbi2WkgdWae9pfjDpphc,FtyiERGzMXMFScXLxeLUnGg1VhMYt7ABZAcgirpquxEu,1000,1,1,0,1120.41,0.0,1,0,1120.41,2026-09-18T21:34:06Z,2026-09-18T21:34:06Z
1789790001,62zStFFDyg6uSBsvhA2f3D8MEg261vdwpmbv8Bw2rUfz,8J9ebdLUmFVAMYqeR61J43c3a27wF66qFX3RynyKsxqL,1000,1,1,0,1103.72,0.0,1,0,1103.72,2026-09-18T21:34:35Z,2026-09-18T21:34:35Z
1789790013,6Ubii6hRYPCttfA1YGoqRZxMKXNJ2haNfqkmzxdRFt8V,BFTsmjhEBX55MVB8MUUiL9hzDB4Tkf4JoEBVxwfQWNQd,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789790025,72TgBXGDNKyNkx4bPd6BLmLAjqTQpE1xUYGStEHfiNku,4RZCbuqsJAEpD8uuLRcZ6iynK2XGKUoArXHsZNiuBhGX,1000,1,0,1,0.0,1116.13,0,1,0.0,2026-09-18T20:53:58Z,2026-09-18T20:53:58Z
1789790038,74kYD4mhtWTxthsJ4w3sZL2pz8dCEk8CuJpxfAYMpump,5w8AhXMHVPr8a2WfDPd35myeUNgA59DXFJr9bC11Xs7U,1000,10,4,6,4425.03,8942.31,3,5,1106.9,2026-09-18T22:44:30Z,2026-09-18T22:46:06Z
1789790050,7asAszo3GcjvJuzdaArBGZXTNPWsyj9H8oDgMqVwo81g,49V7t4rtuMinGU4gth6jYKbsEzwxZoR8yw34MMytBUnd,1000,90,45,45,67618.06,63712.29,31,25,3957.65,2026-09-18T21:29:20Z,2026-09-19T01:43:58Z
1789790062,8TZeE6sud8NUWmRYtRAotgTii5bXMb9Bog7wpHcfpump,DDx5AKLWesaJeMzVkheP3QFbJLcWg7wkPu8ECYi4nt8g,1000,1,0,1,0.0,1140.4,0,1,0.0,2026-09-18T21:40:49Z,2026-09-18T21:40:49Z
1789790074,9GLMgfUfPdwquewGYnDoGFwCQGfF5fwxiB2pFE9hpump,3RrX9sbu8HbGRvs3fjTUmvtm2YfdPrMiFv8arHTsb28h,1000,10,6,4,8729.63,5436.64,6,4,1976.62,2026-09-18T21:40:20Z,2026-09-18T21:47:29Z
1789790087,CGsxefosANpCgarLBRo7hnkQkFF9naU1n77T6GXupump,63ARRnmoMTALv21H6JG2RWxbzRqrejmKBqdq4dvve7ZN,1000,4,4,0,9617.67,0.0,4,0,2437.82,2026-09-18T21:27:53Z,2026-09-18T21:27:53Z
1789790099,ENiZY68bNvNCLD6mDRTHmwP5eq4idQ1P4mdhHsXQDN1r,GtViNAQ7VktYJqkH3qE6friV6oAecMdsTCFQDv21yb4s,1000,19,14,5,20008.86,6085.01,13,5,2268.18,2026-09-18T21:00:46Z,2026-09-18T21:37:08Z
1789790112,Ea9TZ2XC7AkgfKrFV5MnTKig5YWJoZH7xt4d4BnYpump,8gdC17FnHJDsYrsF3n89rdyNuhs1rHACkEt35sytKs7u,1000,300,136,164,226006.99,263167.07,82,104,6589.32,2026-09-18T22:05:24Z,2026-09-19T03:48:25Z
1789790124,EsMYPWNngXNrL8UPxmhH29tvQFSbM81b6TidfhwVpump,BoGn5LB5qZTXhTAKUvRXRNmKcJ7bAUdhVvYUEY5TZdr4,1000,1,1,0,2945.89,0.0,1,0,2945.89,2026-09-18T21:10:13Z,2026-09-18T21:10:13Z
1789790137,PEPEqnuuCDbBC89p1u9vpnP1KQ2oj1xTcQBsjt9X55m,C1baVnbBd31ucGqvuKgeghtyX6Xpnq5cXxamLqXi9hVN,1000,300,167,133,317936.25,359376.01,89,71,14710.0,2026-09-18T21:26:39Z,2026-09-19T03:50:04Z
1789790149,5ac6AKBMAiy1QZ4Y9uchbM1XgjuafgVWMNWB62pMsnbA,D6Ydb1T5mWYczky3V5YC9yKnx2kUE7EcRwctfDjCuZhC,1000,10,8,2,12303.0,2870.49,7,2,2078.04,2026-09-18T18:40:34Z,2026-09-18T18:45:17Z
1789790161,8XAAvnW7euCGWJV8rmFMcgSiZ9AXu5YsnPv5ByX1rCUr,AjxQridmFdLMExE7vygNCmRf2sBvyAphdL52f5BeqAbL,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789790173,ZR3PxkevtBzrAvvcjqokt7ENyb7AVaQjMhD12uopump,Eo66ZRXudfPzjQB6AKdCDQNLMD5Ae6gfMNHSqokRLpeh,1000,50,44,6,142250.79,75874.69,42,6,94227.01,2026-09-18T18:13:16Z,2026-09-18T18:39:29Z
1789790186,HiYTmYStCckpLkA9SW9pTygbDmrDg1DcccCv2Wn2P45M,FBbpb6iFNrsGRfLKvZTknjnL2LNhFgTLamgmgQHhmduU,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789790198,45dYPksqEKB3jTz3U3PXFXWJpxQMXVSUub7PuzThpump,6zj2qyRNzD5hTJzYbK93Ve7mWhocp4GhRLWr69ASUzeS,1000,2,1,1,3631.72,2230.92,1,1,3631.72,2026-09-18T15:24:25Z,2026-09-18T18:22:02Z
