ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789821035,9UfySjMsSz4tyQR9X2SCgPaWagQL5eYPpw9y9Nr2STNK,Go1kcPnaiX8Cz3KP8nyWDzsJaSgmVtS6u96D7mdJJv7J,1000,25,13,12,16355.13,14142.87,11,11,2753.79,2026-09-19T08:57:57Z,2026-09-19T12:15:20Z
1789821048,9bvYj3VQ9k8CtLbrAbwRisvRYkZ6fASw1oJ9TwmLoUDT,EYSqHQMMLp884z2Zzq3R7Fd8p12Kxb79d3Cm8UPXDi1v,1000,1,1,0,1163.78,0.0,1,0,1163.78,2026-09-19T09:16:49Z,2026-09-19T09:16:49Z
1789821060,Fc88AwdCX3ZtKZfRC6imQSPVQMngBV99Bx7S3oA8q6yN,o7koXU6ebtiFuXJpiKVthAQyrRi7F6w5knzEMXwgKSX,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789821072,GM5RzmdMiAeXr9ZGUmtHD3zwZ6kPs2FbvkU6uGTrDEQw,Fmqvz4DoyDiNh69CHyoP6ERU5Rg4bQTPRn8SH1KikqKz,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789821084,HfSEXnfpVNFzK7pgj3QUMATcEt8qronwAo6NHayjpump,37VbRrgYqKcZ8TqsVtReDg3gZGnK6ZD5yfx7Tj6HHvbK,1000,2,1,1,18343.49,41418.23,1,1,18343.49,2026-09-19T08:45:53Z,2026-09-19T10:03:00Z
1789821096,BPnfvS9cmooge5Vr332erPbnsEktSp4aWMYeJYNafMNe,3LeGeZUYtkVDSatsp2vE36LQ73wTQXNu3BSsi8YiRouc,1000,6,2,4,2214.17,5464.64,2,1,1120.93,2026-09-19T07:58:34Z,2026-09-19T09:15:48Z
1789821108,2HVKz5KNrH6HBmewbf353AHonK4zVKjKsDyUMx5Ppump,GJFaCVXzgCyfLzE37Arrk3uFraSkwh1ieH5yyDSrfhPg,1000,3,1,2,22185.91,26847.87,1,1,22185.91,2026-09-19T06:21:40Z,2026-09-19T06:30:10Z
1789821196,ArGc3cLPX23c25iigt8Rpq6zEYZ1KC4yopkFGB1dpump,DJseednh4oNzzXzTyNMpbuVjz4pA6nGWp1XNs9jZYRXy,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789821212,CLeT8aZ2wf17isBM9uWtXVUCTnfjswnTqBhCbyyM7iU7,GAVoDjcmph53mL25JZLR5z4Kx23RArc6kPjP4KH1G16h,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789821227,FPtSRkLbSSmKgDF1YLVakHi2FaRay8ZRrsop3jCpump,36EJ7vA2igDDakPvGQ9LoD8YXtZvVKn3Gb9pNM1d27e6,1000,3,0,3,0.0,5173.3,0,2,0.0,2026-09-19T06:28:32Z,2026-09-19T06:28:32Z
1789821243,Vpuo8uQ1if4c4ugXnaxZkoMukFWtyzXkX2ac7Rjpump,2uwvERihibxR56b5V6KZK3SZ6dqHp5VWHMaS7ReRm8wi,1000,7,4,3,28484.16,47577.17,2,1,24394.43,2026-09-19T06:21:32Z,2026-09-19T06:53:48Z
1789821259,nuHgCo5Xz2EKaA1uDHatj1jdzGqpYnL6rgSfiqKHogD,HqRzG2BDXgMeZbLjN5EdJCEaACaXA2QgCbjbUgNvMDFC,1000,1,1,0,1422.61,0.0,1,0,1422.61,2026-09-19T06:21:19Z,2026-09-19T06:21:19Z
1789821275,2ZAPsxzyMREwKVwNW9FDXc8BXrrNrVJ4RP4og1kWpump,EQSJFox5PJKGFUW2DvUMZUsGMQDXKs5D1MJ368BheRva,1000,24,1,23,46953.06,36390.54,1,23,46953.06,2026-09-19T05:38:28Z,2026-09-19T06:37:53Z
1789821291,3YYF1vWYU9RE3C5hJSJrH2sYooKSqGAxXpSYQgSNEwLG,9ni7DKP6n4ik2P2FU6T9K57Q5B3bixgq5uyDNcZEqGeq,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789821307,EbkoPUqqDvScXC9Zt62FWhJNzSGjaWMZKhYnqZQafYeJ,3UKp5zpzCZsEyDRxBPSTcBihJ9PcEU7xh3yicvgmeVcQ,1000,14,8,6,10597.17,8506.3,8,4,1990.17,2026-09-18T21:11:33Z,2026-09-18T21:45:08Z
1789821323,3DJnpAqzrYnEvYmohrt1TWey3kG2JQwicQAMQuUPpump,3EVJUBfqZ6WcRwYt39e3PKohJWXA6r2tp7VX6fQW48VV,1000,1,1,0,7922.09,0.0,1,0,7922.09,2026-09-19T02:58:46Z,2026-09-19T02:58:46Z
1789821338,3oAPDbGyLytmBaEfH9ouw3wXcHeSgDuYJgv9AQtQpump,Fue1xMXPucnjxqYtsnv7mXzksGNdwj8Sk6cmQDmuxySs,1000,1,0,1,0.0,1153.07,0,1,0.0,2026-09-19T04:23:36Z,2026-09-19T04:23:36Z
1789821354,4GdoeUFWMp5JMrtFd4TKHRAGdfBAySeF6rSHjpuDDkzK,4Fe4XKrVnEJ5gxfcTozHCJqbkpB9FiqXDKNVkZfdREyR,1000,41,20,21,31362.76,33852.12,15,10,2834.57,2026-09-19T02:05:03Z,2026-09-19T08:43:52Z
1789821370,4Th2yqg9pkHLKaTju7Xn2uqcwpGkvzQERrsZPRQapump,143e89VSvmN5Ef9gRMqXQXGsamTZpgE4xQQraZUPTrM,1000,1,1,0,7356.21,0.0,1,0,7356.21,2026-09-19T02:58:49Z,2026-09-19T02:58:49Z
1789821386,5TFNTUgR75wmXxTFVscbAXewjFaiKCzxRDqLoT7zpump,885mZZgaaJyzYnasSAFnEqyb8EJV2Md8wuBKpKUfR33K,1000,3,1,2,22580.81,25861.37,1,1,22580.81,2026-09-19T03:17:59Z,2026-09-19T03:27:04Z
1789821402,6N4hRe3Bbae13APntSPB6XoyRjNh9oZWZSTNMAtUFbb8,59Pjv4RTViK9ZEALpfJJhq63fAonUrgb86jYEmdmN6pP,1000,1,0,1,0.0,1183.27,0,1,0.0,2026-09-19T03:12:22Z,2026-09-19T03:12:22Z
1789821418,8SqYNGHNEib1EHn9hDndS9jcxqhh9chjRU5ySNBpump,AtqgkriPYq4BSuRyntEda5UJu89C5RnMzFvsKvynPPk3,1000,3,1,2,22909.47,36062.58,1,1,22909.47,2026-09-19T03:17:39Z,2026-09-19T03:47:19Z
