ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1790088869,6jMfrk3F61YpPECzD8cYbyxZtStSsFPpP5uLJ6NtagQ8,CJNWYwSFzoJGcFHCndCSpSz552XnW4fvsmGoSbnRwx5R,1000,1,1,0,1031.06,0.0,1,0,1031.06,2026-09-22T11:44:12Z,2026-09-22T11:44:12Z
1790088882,7u5XWQeE6QuMxEdTEB4SrjEiH8G6CJwTqxbAQeNqRwnz,E4riEhzsuvR36S3RNdUQXmVZm2pVY36ePPLgQYbCeyVS,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790088894,8qycqFhWKkFeFzK5TLmsvwa19yFu9c4f7acPFe3Xpump,22gs6jesiz662Xexb7NwaASeyteC61G6G2PomP3ZseRz,1000,1,0,1,0.0,1417.14,0,1,0.0,2026-09-22T11:47:47Z,2026-09-22T11:47:47Z
1790088906,CYzC1xRrK1bj7Nx4Pcpct7kBuGDX1stuzGFVTPsBBKHh,7ysDHEwpfY5GGFQh9ugiELayBcGwAMp5RTSzUU3t4mN5,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790088918,D1zD9GjCNocsCxJZJKEbWFhZ71QXqppuyoTUynoMpump,CzTHGiCdRYMXfdd14zMf5FiLg5E1xDqrtNgAvJonjeE8,1000,2,1,1,1222.07,1536.02,1,1,1222.07,2026-09-22T14:08:00Z,2026-09-22T14:43:27Z
1790088931,FudXTVeZArSDNmrCXwM7nVmiedRkq66etoFahtk3TZwk,9ZGqBanTubsB7vdsz7wf2s5wD2Zwr1KWMKGfj9bd5ZRs,1000,1,1,0,1144.19,0.0,1,0,1144.19,2026-09-22T11:43:14Z,2026-09-22T11:43:14Z
1790088943,GkvNtXTpUcqP79ZXwE1pZ9WQ7z9mf86zhCPmc2Qfpump,6yZcmRiGWHgheXo5zTEgod6Vya7EZ6aKt7U2aja3AwT7,1000,2,1,1,19498.14,24576.83,1,1,19498.14,2026-09-22T11:39:52Z,2026-09-22T11:45:57Z
1790088955,2cDiSTJTdAenjwk98TJ73fdeAMQWBNz7beSvcrEzBGVw,GSCE3vtyR4JzjnD9HMWHZbFKDsZZsGWKKhveaaQzv75L,1000,1,1,0,1215.38,0.0,1,0,1215.38,2026-09-22T08:43:40Z,2026-09-22T08:43:40Z
1790088968,5gNhoFFz6UuyWugjiMc1fiuixrH8NvibMFbDKYGKr1Mc,6SXbUNMzNx2PjjEdeTs3jmmrKNWSGJ4HQgyxaQVQoUh5,1000,81,38,43,52699.91,58253.72,27,30,2328.12,2026-09-22T08:31:24Z,2026-09-22T14:50:04Z
1790088980,3J1MYQPC2VFPfwzshXLiKYwyUF5xo9xxzH1dNjpd62kF,B6UWTbQjWXQCHK7wWmMSoK3tLPap42RYUNY4pSo3R2Ce,1000,22,16,6,27707.19,11018.98,13,4,3144.46,2026-09-22T05:25:51Z,2026-09-22T14:50:25Z
1790088992,4HQfqXp8rawfLCEBW1yEHHDhCWxuk5VJvi9x8XuxudnZ,CFWSNytCTnPi8nBxoJ6kZGBRRYoPm7Ux9VnjGsKLb7HR,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790089004,6iQNZnEKzKHnVfFczHhD39EjGN3uH7zDtKumErpq8qFJ,9CKMrqwYhgvsajXXQ5STmLRgdoSdVu9yPUrRHqYe5Eyw,1000,6,2,4,2806.87,5996.16,2,3,1634.6,2026-09-22T04:37:34Z,2026-09-22T06:37:26Z
1790089017,6phhZFhqA66bo8byhivRU5etaQJ5AV1U3SRfB6iMEU5q,C61cHoMG3ptMttEK46FdKG9cL8GhnfTdba9esmkyXv22,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790089029,89VdwqRkPoNJRuoAT5q6wCLtyGxAHSaZdk3r1wHhpump,GFnWFvSpJ9eKMJpmTThg6qaNmAgGDXMNyLeND2E75qSe,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790089041,BumYVKQ81QxsLgK5oEEQ1oNaU4G9WKDM9FfPBwkBnJs2,2AtM7DrEaKE6QVoQ1FvvfWfJifcunB8fTKxaHnpQFAqW,1000,1,1,0,1017.28,0.0,1,0,1017.28,2026-09-22T05:35:43Z,2026-09-22T05:35:43Z
1790089053,Cxj4U5ofSx7xjYExKf4LwwsgYA9LQtBgqFJdbXPZpump,AngoNacNjhMqVhCLJ5oHyipZj3gkyopfnczyAW5cyJQq,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790089065,DupFBba8HP6DpYX9XpLn6uhdYnnEXXUUiAhWitGQc8qN,814NBFxcmVjcP1vjfFm2EnmAPaT5H8j5GUbcp6TdjF8c,1000,6,3,3,3372.73,3795.26,3,3,1176.63,2026-09-22T04:59:49Z,2026-09-22T13:46:06Z
1790089078,EJn36q9ywKvv8sFmwyuDeFRsNiVsxA2SYnykKd6Drek,4fPHiaC72GouiuJxgQwX4sB2uozEzxPML4ZWJWuvDzJE,1000,3,3,0,8511.67,0.0,1,0,5955.79,2026-09-22T05:40:25Z,2026-09-22T05:40:25Z
1790089090,J7VFCdHXepqQvRtGALHnFM64f6un5faZ3h98ctTZpump,3qe9u5boLwfZvobz8bd32MseM2nsDGey3xczjCQahN4D,1000,1,0,1,0.0,1397.8,0,1,0.0,2026-09-22T05:37:11Z,2026-09-22T05:37:11Z
1790089102,h6pRaLfBZ81c3khUjM3Rvtg9WR937vA7rpUetNrpump,4X9MJ1NgmNvSKuCbf9LC5QgDdYuyQTQcA1tz6JNv4ryR,1000,10,4,6,4528.41,8608.9,4,5,1192.94,2026-09-22T05:38:26Z,2026-09-22T06:08:42Z
1790089114,2qnrcxARuBTWpB2UerBCc3YmKEV5X2wgLNzK9LxQvkt6,3pypYZVJHT3jEcWZbi9JRpSQJ4P2ZEirsneRuiLGGHWW,1000,3,2,1,2342.02,1468.56,1,1,1172.92,2026-09-22T02:36:42Z,2026-09-22T05:30:33Z
1790089127,485mKRd6w6XkcGuezKLaMHSKJ1MGYw5SgxoY7JgxhY7X,g7P7FDdvETYp7fm6BNTur6FEnPRh9MfGe5JDaZ7EUDu,1000,5,5,0,6588.78,0.0,5,0,1736.38,2026-09-22T01:46:46Z,2026-09-22T04:19:57Z
1790089139,5PHUX9T2dgeUktJyu6KKdcqtTF98T78spNyBFcotpump,7aqNfqCoTCAkk9tyZ6ahFsXyaBq7LZ21GRfvM1BLYfSH,1000,85,6,79,7781.05,101640.18,6,72,1675.29,2026-09-22T02:40:18Z,2026-09-22T02:59:55Z
1790089151,5dqX93WmHzHkpTEGsNgAsGSWrFoBBeeRRkntLvUoVnkF,9s5x95w7HM32LuHfZykcJgvekMRSqVYQerbueVkfEm4B,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790089163,Ch4PfE3R7vPYLVwNDcFSJtRitysjFmLkja19aKRcpNp8,4AyVsjjRR1cX4HfqB1vKEfvFm8wnTKG4fc6FNwGmHNHL,1000,0,0,0,0.0,0.0,0,0,0.0,,
1790089176,FkfQ9CQnLyyYMUZ2FEi2RviwsQe1qHF8VVQnCwTaEBhv,nRfBj5ZrKWUAJPXcbQfVDRr4FjwMWKV9XcgV2QoVrKC,1000,10,4,6,5852.67,7125.58,4,6,2300.28,2026-09-22T02:10:33Z,2026-09-22T03:22:58Z
1790089188,Hgtpj3Rg2BWWeopkAiVy71KT8L8nQWMxxxFdChq2pump,3Y7zyAT227Vcw7u2HhKWqzhiPbzGLgmBUkNt44dEWab7,1000,2,1,1,3916.62,2319.66,1,1,3916.62,2026-09-22T02:44:16Z,2026-09-22T04:54:42Z
1790089200,2UxzjvPXQ6CeJhAhk95yHicD3FavprqkukXz1DJAKsRs,YKvv57J4f2pxQdggSvnnWMp9wLdgA76pnyETNTEjiMr,1000,139,69,70,92973.16,97767.99,51,58,4182.22,2026-09-21T21:29:06Z,2026-09-22T02:37:51Z
1790089213,8TSUhXRhpEFtUVfDFAQdYCwgp2mEbs2jQk7tAYc1pump,3sAKhjvVFFMWFNhhLhgZztk6RomyR4EXMRMAPYULEpKJ,1000,40,20,20,35284.12,28331.06,20,17,7087.66,2026-09-21T23:00:29Z,2026-09-22T01:06:44Z
