ts,token,holder,top10,h11_20,h21_40,kalan,holder_guncel,dev_yuzde,dev_adres,mint_yetki,freeze_yetki,honeypot,gt_skor,s_pool,s_islem,s_olusum,s_bilgi,s_holder,gt_dogrulu,kategori,twitter,telegram,n_web
1789953750,CZBkwKPMqCutH5shpU92jp2NLM6NRU9gvaNsHKomNKju,,,,,,,0.0,84mt4CGNjjXLDkwzL85dpDHqjmZjjhjbztt6VR5YUCbf,no,no,unknown,25.807792207792208,28.571,32.0,0.0,60.0,31.25,False,,mst1287/status/2101841925297078658,,1
1789953775,CvK1k9iE8CA1zx5GBhVHewxirNR8yWX2cgCmJqXe5dcK,,,,,,,0.0,9P8nX4TvSRHy7pwGfFCh3DL6dG8nCZUHVL77oAbgD7PK,no,no,unknown,26.846753246753245,28.571,32.0,0.0,80.0,31.25,False,,swappyonx,swappyportal,1
1789953799,EhronTPMpPUmZmEyEAEACs2qggckSmA8AuJyAZGpump,53,77.6153,12.4931,9.0233,0.8683,2026-09-21T00:23:58Z,5.0,5yi8Kaw3XvEFBhMpHkwhzvtkBUWq2SswbxCmMcPrUaoY,no,no,unknown,35.698701298701295,54.286,48.0,0.0,60.0,32.5,False,Pump Fun,opcodedotso,,1
1789953824,F7VvzsBiVFwWb588vjXjzro5rVgLYBRsh63FzAdLpAcF,,,,,,,,,,,unknown,13.090909090909092,34.286,0.0,0.0,60.0,0.0,False,,river100x/status/2101840694327255163,,1
1789953848,GYU4DrNqnBam2MPBuxxp86eqvY4wXdxKoPcXwN2X7AF2,402,31.3728,12.1417,16.6146,39.8709,2026-09-21T01:22:25Z,,,,,unknown,31.875324675324677,25.714,64.0,0.0,60.0,40.0,False,,mst1287/status/2101841925297078658,,1
1789953873,GnFCy5pkMhKY6vA5s195H9iWvYDuW7xjHniRAU3Wpump,46,69.8726,17.1264,12.8078,0.1932,2026-09-21T00:44:47Z,0.0,3vpeVeofrbhVXv7wyBtqf2nysFrcLc73Rmi7kN7ZdkDq,no,no,unknown,34.16103896103896,54.286,64.0,0.0,40.0,25.0,False,Pump Fun,,,1
1789953897,jfmsrDW5QzDphYHg5eaHvnLRVo7YPmC5bKpyVtCpump,124,100.1844,0.0511,0.0044,-0.2399,2026-09-21T01:17:24Z,79.58,WQ4XzNjJHq56rhj5a9KhA6HytBaaVFGkSF6ti7bdYe5,no,no,unknown,39.522077922077926,65.714,32.0,0.0,60.0,40.0,False,Pump Fun,broadcom,,1
1789955284,4xjvmiKa5vzkQtaNrTV17v8PFU5mP69Hf1Kq5A9wpump,161,71.2135,7.4268,9.0108,12.3489,2026-09-21T01:27:48Z,2.87,69aiAKU3uJMxMLRkUEGFNt6nQ43PiVimE4ZbErJ7VSM1,no,no,unknown,42.26493506493507,54.286,64.0,0.0,60.0,46.25,False,Pump Fun,asdfhgdev_pf/status/2101844040262005057,,1
1789955308,5A1FN7UveoEQJtWXdTqoZcNc68bqgBE8kkWiizyCUkMC,,,,,,,0.0,J7a7nQTkexj9izdWvXrEPFdQVP4tmTDa2QnGCrGX2TWb,no,no,unknown,19.74025974025974,28.571,0.0,0.0,20.0,31.25,False,,,,0
1789955333,5hxoA3V1LuYmiRtn2GWFMiHcUK3EQazHhGcNDFK1enKp,164,97.883,0.6177,0.6563,0.843,2026-09-21T01:43:31Z,2.47,7RHZY4jTngBgAunS71furZkYoqxUfSUujXCJx842bB7C,no,no,unknown,37.02857142857143,42.857,32.0,0.0,60.0,52.5,False,,Mukbang_sol,,1
1789955358,6nBrpMPT6jjbr4yjdCUtizgkjr5gkPBfYxnyjBToDdng,,,,,,,0.0,J7a7nQTkexj9izdWvXrEPFdQVP4tmTDa2QnGCrGX2TWb,no,no,unknown,19.74025974025974,28.571,0.0,0.0,20.0,31.25,False,,,,0
1789955382,7SDX5bwtUnBDQPyP6C6YgVRSLWysfkwXbZLG4dccpump,606,97.1734,0.399,0.798,1.6296,2026-09-21T01:41:08Z,76.25,B2sBZdwhHEon7Wgm4Aj3NG593tJGJohpM6adforRjmnA,no,no,unknown,38.192207792207796,54.286,48.0,0.0,60.0,40.0,False,,thedevrrrrrrr/status/2081414045689852002,,1
1789955407,7uvLyn87LSxW2GdwdEeiwmSJwQLVrcVyo7SRVcLbbtGc,3371,21.2354,9.0909,11.189,58.4847,2026-09-21T01:34:09Z,,,,,unknown,42.18181818181819,37.143,100.0,0.0,20.0,53.75,False,Pump Fun|Animal,,,0
1789955432,GA9XPkF6rfrk1qBWQpki7kfxYjwfH3gLSzT2nx5EbYGs,,,,,,,15.46,EvvBzd3o9f7pPedw4TL68YSRmLXgfo1XYs6onUfr3KWy,no,no,unknown,33.12207792207793,40.0,64.0,0.0,60.0,31.25,False,,arguspad,,1
1789955457,fDSmMvfUk7aVBNi1bp5gTbzLwuAnDoPajBDdPitpump,44,68.5607,13.0561,18.2421,0.1411,2026-09-21T01:36:23Z,1.57,J9bj6U8Z5zeULcfdW86FW4GewUiJM3BeTgGbLhYsr5BT,no,no,unknown,28.924675324675324,42.857,32.0,0.0,80.0,25.0,False,Pump Fun,CogiInu_Dog,CogiInu_Dog,1
