ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789893964,5yN9ZbpkLfmEriMRa4YCnMA4vGKWWj1kDameveL1pump,AI,97krxR76Jcmu5VLS7TDfL46A5wYMrHEbUYuEyQRK2qJ2,pumpswap,1789396986,0.000002490,2662.73,2438,2438,0,0,1.36,91.63,0,0,0,0,0,1,0,8,,,-3.49,-10.03,0,0,1,1,,,,,,,,,,,
1789893968,J82qEt8fEcZN6qsgWX67LirtPwMEjQd7LvLg4FK6pump,Joanna,7YqRsgSe4mNXwQbQSsHxzi7ipsE5hMDNwKFdEmT5nqex,pumpswap,1789420836,0.000002702,2653.33,2582,2582,0,0,1.7,1.7,0,0,0,0,0,2,0,2,,,0.58,0.58,0,1,1,1,,,,,,,,,,,
1789893964,5KWD82bPEYPqH9vbzTTLKkJ7fvXATsK2KfAvTiCp3oH1,STONKIFY,Q2co9ZQJWVDFLBmSnuDN2jZMdV5a4Y5Z2iNNonDTZXa,raydium,1789420142,0.000004006,5760.01,4007,4007,4.64,4.64,251.18,3134.25,0,1,0,1,3,4,27,35,7.05,7.05,-14.8,-4.6,0,1,1,1,CPMM,,,,,,,,,,
1789893963,3897aakpGi8qXCnc5d6QSsGCZdhdoYbzpdbDPpwYwBxT,BREW,4bZBYkhUAfg4Dp7UPEJfwsdJ9ib95DHFNkZK5vsEmHMm,raydium,1789177055,0.02201,21989604.46,22011514,22011514,0,0.44,1.56,139592.33,0,0,1,1,2,2,9,8,,,,-0.04,0,0,0,1,CLMM,,,,,,,,,,
1789893965,A9AHYeqb7nQk7LZUraw7rBCzYRjy2DRvE6NqWfFHKRdH,HUHCAT,BNpwtuYGve7G1v2NFaRQVCFvcU4CzjvwAmdUxEVQYvrd,pumpswap,1789438375,0.0001880,48826.15,180541,180541,103.43,4376.19,40732.68,157551.47,1,2,32,18,340,239,1246,992,-0.98,-10.63,-15.16,-3.06,0,1,2,1,,,,,,,,,,,
1789893964,3FoDs7dvzHDf6GaCMt4DNen5JWUbrg697VJ8faWBBcvV,RONNIE,6tjxjmsZBnVtapGDtiX5DLqRbHebLkUVon8eVNEUM7n4,raydium,1789462006,0.000002390,4315.19,2390,2390,0,0,0,22.33,0,0,0,0,0,0,1,5,,,,-2.96,0,0,0,1,CPMM,,,,,,,,,,
1789893964,3Bs6YrujwD96HiwgNMpqNPh5LoLF5L5XK53uorChjqJ4,SOON,BiVZuessMiWookjVzT6BPg1gH1doTuoYUvqrwohR87y7,raydium,1789461855,0.000003219,4552.65,3209,3209,0,0,21.3,916.57,0,0,0,0,3,2,32,36,,,0.32,5.45,0,1,1,1,CPMM,,,,,,,,,,
1789893964,3C6sZzwq2ietUdjRaNgTwoKw6dBMkKCe5u1rricjEFAU,CHAIN,C7ezgafro6XYYmzRkjwacTb4bCkfav9Cy1VCrNtpA1e,raydium,1789460932,0.00009249,29774.79,92500,92500,238.4,1979,20295.47,108508.32,5,6,24,26,192,169,865,628,1.72,-0.23,23.78,-54.34,0,0,1,1,CPMM,,,,,,,,,,
1789893966,B6JqHbjdqfBPLFyhwTzGbg4dqFMcqUiL5eWsDrAupump,FlyWhale,AGdtBzjrahzxE4L4dpM3AumFezgHQ7UKVJ7SbMd7GLKb,pumpswap,1789461412,0.000002156,2244.92,2092,2092,0,0,0,0,0,0,0,0,0,0,0,2,,,,-1.44,0,0,0,1,,,,,,,,,,,
1789893965,AQdPS6ByMt7aZhB49VT44C6vAqDFFQvvgqm5A2NKpump,WOHUHCAT,HF7YF2w8vZp9fHeL7wtr2oA5mdUJDMTwyPPitcKG47o8,pumpswap,1789460806,0.000003092,4040.5,3023,3023,0,0,0,0.26,0,0,0,0,0,0,0,3,,,,-0.71,0,0,0,1,,,,,,,,,,,
1789893967,FPHz93VU9xHo4i8byXhfmCmwF6qZTf23JvjXcpBMfpb4,SUPERCOIN,HCxXj9gwWriYyBKoUu2KkUNHs8LDEX1sXwnpBwTYkKts,raydium,1789482259,0.000002428,4393.63,2428,2428,0,0,0,29.24,0,0,0,0,0,0,1,2,,,,-0.88,0,1,1,1,CPMM,,,,,,,,,,
1789893966,BLuEgQHNqF8YtGQhY3Ruvqiq1m2w1mgS9uMY9hhdZtrr,BLUES,Cdbf8RASZBM2sDAtpmxorMgNSmLMai4UwgvQxj6PfM6S,raydium,1789506034,0.00007954,24117.9,79549,79549,0,0,0,73.16,0,0,0,0,0,0,5,4,,,,-1.1,0,1,2,1,CPMM,,,,,,,,,,
1789893966,CuaQE1HxjcMotLWnVJeFHHanDFEkbpkHDwrT4YRDpump,CMDT,ETUdFmuJU6wk9WmoppGuQnKbhLFkWLSmAPLNVEpdJ2x2,pumpswap,1789505497,0.000003385,3694.57,3345,3345,0,0,25.66,165.52,0,0,0,0,0,1,3,10,,,-2.47,-3.87,0,1,1,1,,,,,,,,,,,
1789893964,4ZYonK7RhCaQ24YmGDwJpz1g8WbjyrLZQ8AcXf28WYPt,POOL,J4pcSXKUu6cfURvCrrrujPp73BxUyUr4mDLFxhjwAsi2,raydium,1789326308,0.0003868,53998.82,386889,386889,0,439.71,10469.96,44103.56,0,0,4,21,55,37,177,105,,-0.6,-26.35,-54.88,0,1,2,1,CPMM,,,,,,,,,,
1789893967,Ffbq7n4yHbGABdRTdNsuBKVSz4f2mV7HoVG4UwRGgYvn,UNIPCS,HPusbiiRMDC2TRe6uiVeGjwNFn48cpSh3jxarA5ik6Ta,pumpswap,1789528600,0.00003416,16318.07,33764,33764,0,453.1,2638.96,19204.01,0,0,2,2,9,14,146,174,,4.47,-1.96,-33.67,0,0,0,1,,,,,,,,,,,
1789893965,8QapBHmhyb6DXA4NcGExyU7hQ7KA4vocPnxrxuDHpump,Roo,E9e57LVcKgLmDjbawTFy1vcF1dGYJ8ySo5Kv17w2GTrw,pumpswap,1789631718,0.000004791,4154.94,4565,4565,0,64.17,292.23,5162.89,0,0,2,1,3,9,115,86,,-1.47,-14.4,-7.46,0,0,2,1,,,,,,,,,,,
1789893966,BF4gJsYy3uxhFivCXgxctHXpGEXwkueSHjJJvzKcDfAU,PAIDWIF,fhzvq1qH1Q35YZDyeQRE8H2j9T78edi7Ma3CLvZnLKx,pumpswap,1789547585,0.000002614,2598.72,2523,2523,0,0,1.61,265.92,0,0,0,0,1,0,3,7,,,0.49,-21.12,0,1,1,1,,,,,,,,,,,
1789893967,G6vJ6xnVL3QnJRHHZekZSfrh8aVW7nMeUrpghDGCz9zd,BUTTERFLY,Bt4DtQueo84F3PLK4vD9gUiz3LgYYmqieepVsQkPo9Sh,raydium,1789546634,0.000005134,7301.64,5134,5134,0,0,154.06,191.1,0,0,0,0,1,3,3,7,,,15.56,33.85,0,1,1,1,CPMM,,,,,,,,,,
1789893968,Zd8xgiFB1AGYTmZ78MS5APSXmDTNTLUJKuSGUD7pump,WOTF,4JDF95syNJ9NrBULXGUioN4C3257XkUmg3kFi78Av1Do,pumpswap,1789497616,0.000004149,3832.76,4149,4149,0,0,0,61.74,0,0,0,0,0,0,3,0,,,,1.95,0,0,0,1,,,,,,,,,,,
1789893967,FNdBPMYvUtgv1edKKiZHRiMw2fQWDjTyo6LHJkMUpump,SWARMTARD,DBk6kvYNKBbVCU76VMe4K9gaiQCv5tTfwsay6D1cNSYR,pumpswap,1789547644,0.000002634,2906.26,2478,2478,0,0,0,0.62,0,0,0,0,0,0,0,2,,,,-0.45,0,0,0,1,,,,,,,,,,,
1789893965,9fwomeVCBRkTkSDEUBFey48kXNAPRzsa7MMa8n3npaid,NETANYAHU,21ZdUws5h6RiKcVmCtEBoJUKGGJgJHR6vUzh9TEnGD7A,pumpswap,1789569076,0.000006277,5181.42,5975,5975,0,0,0.39,12,0,0,0,0,0,1,0,6,,,-1.68,-3.54,0,0,0,1,,,,,,,,,,,
1789893965,ARXGZZiQTQ5LkdK6HarDbKeJrzGC1mfMY4bkchUWNmEW,fun,AkReZPmRoKEnoxthXe2k61Ldzt1rqyAZd9U2TLFtTGL,pumpswap,1789568986,0.00001099,8173.88,10334,10334,0,20,1070.03,10333.55,0,0,1,0,11,11,90,67,,0.8,-13.91,-38.73,0,1,1,1,,,,,,,,,,,
1789893963,2kq7mEiemD5LmbzkMrxiJ98i5N3MBngeD7Hpsg8owZLy,blindcat,AccciknnbNDwEkKw7mCBmAUWu5Ra72DvcyJRZ8Kdt1FK,pumpswap,1789569801,0.000002610,2645.34,2547,2547,0,0,3.56,177.67,0,0,0,1,4,4,40,32,,-0.47,-1.32,-2.59,0,1,2,1,,,,,,,,,,,
1789893965,AMD8XwJXgQ9WV45Wyj9yFLejxzf2J6VM1PJY8bJEjeES,AMD,CXioobgkWZiBLFdqvAFGwvjqQsX67HJVQoXVXyqSaYnR,raydium,1789570781,551.32,26021.06,,,39.21,1953.74,10539.21,121543.95,1,1,17,15,100,137,820,809,-0.24,-0.11,-0.53,0.22,0,0,0,1,CLMM,,,,,,,,,,
1789893964,3tNhMJ3sQA4VdYZDpw7HEiJ4Sc8UNGk8LmHce5N1cvYH,LIFE3,DxxsCbxqGjowXBbtHP3zLJXY8SyQQkoFw8c917eVeCme,raydium,1789587671,0.00002993,14764.69,29939,29939,0,0,11.28,3894.04,0,0,0,0,1,2,27,22,,,-0.23,-12.45,0,1,1,1,CPMM,,,,,,,,,,
1789893967,FhFvXUevhR7qohajBW43oaDVqN4KmAcxgMBqtPZJUZDx,PSYOP,vMHfRWUtvaFTeFw3wqRf5fZacUUAWMjyx6VtuGXv6FW,raydium,1789591435,0.00001663,11699.95,16640,16640,0,106.76,5564.74,23735.24,0,0,13,2,63,56,236,194,,-4.89,-23.16,-57.13,0,0,1,1,CPMM,,,,,,,,,,
1789893966,CUkKDNsZxA8Nwt7iTnUwN5EKAHL1yraSgch57NL7VX9L,FUD,4TVopMDDKortLpheUMJMMJZMKvRpsARs8VdycD4Dh3Bs,pumpswap,1789591466,0.000002318,2325.96,2176,2176,0,0,0,3.89,0,0,0,0,0,0,1,1,,,,-1.28,0,0,0,1,,,,,,,,,,,
1789893965,8bFvxaMqvf3kxNtuZwgiD4Sw8iqj6SWGonn3wvRwLMgY,SPEED,EFePvAxRUPdVSjBWe4HenWKL426mo6tFnyxASizh5uLZ,pumpswap,1789591083,0.000004632,4406.87,4401,4401,0,0,639.82,4138.32,0,0,0,0,3,9,44,62,,,-6.85,-34.19,0,0,0,1,,,,,,,,,,,
1789893968,J7utqUbdd5XKL83zVdppM2q8CJbYdUFpzFodwnNvpump,CLASHY,8CSUJiFPzokaauCRJEWF86bZngg2HePkNc8dsPJKrAt6,pumpswap,1789593151,0.000003640,3798.16,3563,3563,0,0,0,16.85,0,0,0,0,0,0,3,9,,,,-0.27,0,1,1,1,,,,,,,,,,,
1789893968,HuDwEgKxqBLNKHBSFiVh8o5tdfzSBmhKochDqRFYCzVf,ZINU,782nRjbSR76jqKq7KYNFqyMmn4hbAM4eqydEQ6hzd3P5,raydium,1789592039,0.00001394,11361.83,13945,13945,0,193.75,813.2,11715.69,0,0,2,4,10,15,165,148,,-0.18,-12.64,-50.65,0,1,0,1,CPMM,,,,,,,,,,
1789893968,pgtgG6UCiyA49ShyETG2wpcMAvtLSvNp22UaJ1FWp3P,xp,6dojtVXb3rDqqvTgAUihQ9UpVgkLgkRYgbhQu9aYgvW7,raydium,1789592490,0.0005109,81888.51,510920,510920,1807.76,79242.79,204736.33,1053550.15,9,7,281,272,768,670,3564,2656,-5.39,45.71,21.31,-65.57,0,1,1,1,CPMM,,,,,,,,,,
1789893964,4kHRNYgRxtvHwpD2nAUFsZr8hSvFNPqthHHfKy8X1enE,NOFACE,At6nUHZbRZa9PkqBfEqDmmULLJedzQJHUap4T3QDVRCR,raydium,1789609497,0.000009696,8748.94,9696,9696,0,13.98,426.39,7477.75,0,0,2,0,6,6,64,63,,0.1,-9.59,2.73,0,2,1,1,CPMM,,,,,,,,,,
1789893964,3ZD4TXm6CYTWFSeQXoE1sCYAev9kMXNtfrVKW3E1e7ph,ACTII,8Hau3DLSdXbXkyWbo4xK4zyhRnqWVUDxLvkiqPgoamMm,raydium,1789611294,0.000004391,7390.88,4392,4392,0,0,4.49,22.4,0,0,0,0,0,2,0,10,,,-0.24,-0.43,0,0,1,1,CPMM,,,,,,,,,,
1789893967,FTXXg1cyDvKDA1eSHsg3Xaig284BgiWnbjdXy6aJpump,KEVIN,GmyTxGfwuF6dCPKAMhmd2MSNaBP61JvCD9nNBu1kftfJ,pumpswap,1789612469,0.000002199,2330.46,2132,2132,0,0,0,0,0,0,0,0,0,0,0,8,,,,-2.5,0,0,0,1,,,,,,,,,,,
1789893968,GaHQX9yCr9r8pR8BdwA8RShxeLLsKQLixTsL32Tfpump,GIGAINU,3hmhKppcKcsvLR9rBtK3fFSCPqcdua6fVjEigEPp3y6f,pumpswap,1789613281,0.000002236,2369.36,2169,2169,0,0,0,0,0,0,0,0,0,0,0,5,,,,-2.68,0,1,1,1,,,,,,,,,,,
1789893965,7FwE1rJUVwmCLuVCLHxL8pXWvpyhVqUcpK3pzTaHpump,LASTTRUMP,DZBwRjwjc6herDmnAdWvCXKhQDCwJ4XDJeHRXCMvsUye,pumpswap,1789614598,0.000002244,2368.18,2171,2171,0,0,0,10.43,0,0,0,0,0,0,1,2,,,,1.01,0,0,0,1,,,,,,,,,,,
1789893966,CdsWArTRFBhqV5LNPzT7JrGa9vXVeGK4DTpegR4rfFs3,Nikita,DQxgyGXXoJ3dtihSeGsb7A2WbKB9szM5Mnpro75LLTXd,pumpswap,1789614769,0.000003210,3087.19,3074,3074,0,0,0.27,4.98,0,0,0,0,0,1,0,9,,,-1.11,-2.92,0,0,0,1,,,,,,,,,,,
1789893966,BF8Xrhf1mGTMKGHpLZZWkko9uZPU8cLdTHocZvaXGmzG,WIKILEAKS,8hN22oX9wLj3i8wJLED36ykeATy7HXDPmpZ71ocHfK6i,pumpswap,1789656111,0.000003750,3718.56,3678,3678,0,10.61,289.52,1332.87,0,0,1,0,1,11,24,52,,-0.21,-18.43,-36.72,0,1,1,1,,,,,,,,,,,
1789893968,H7nWJHz5qbgEDTjREriZha4jgFt18hZq1YmBJqv6pump,I love you,71GsNbYpNZcCn5tedLoxADukPJpUYTg7NKC6MUCnZvNB,pumpswap,1789655408,0.000002445,2590.67,2357,2357,0,0,0,153.54,0,0,0,0,0,0,0,2,,,,-7.18,0,0,1,1,,,,,,,,,,,
1789893964,65f3QLYZhwA2Wd28iGXHtjK3MMtD2R2LUMkdCnapump,Donate,GpeqDtvwFYPPWGyDrjioBW3YABBpgQeQ7qVgLmjRevg1,pumpswap,1789655477,0.000002849,3023.65,2744,2744,0,4.12,7.43,432.06,0,0,1,1,1,3,7,21,,0.05,-1.02,-7.4,0,1,1,1,,,,,,,,,,,
