ts,token,sembol,kaynak,ilk,pair_yas_saat,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket
1789106474,HEhns9R3D8W4Ls12fjECUEnfPntABqvhTQqc7YYxpump,ZORILLA,boost+topboost,1789106474,2.75,GcBQeSEPdnN3hBdB7ZnviVmPsogE5A4JeRDPHYQ6wVxB,pumpswap,1789096565,0.00002644,13155.63,24910,24910,666.83,345088.08,1255386.87,1255386.87,43,1,2053,1260,10415,8009,10415,8009,20.57,-79.9,-35.27,-35.27,100,1,1,1,
1789106474,EivTBSceiNKo7e1cUzBPsMW9ni2e2WQ65XsC3cqzpump,Reperation,boost,1789106474,69.8,5rCfD13nziDiF424H4M4cmBvmM5KZ6BQ7R3j8KpHJYTg,pumpfun,1788855202,0.000006281,,6281.72,6281.72,0,0,10797.95,10895.93,0,0,0,0,263,178,263,180,,,17.61,10.34,30,1,1,1,
1789106474,JD23tFDPhxyKX53w5dE1SaMFgYAFywGjiCsVn8CbPou6,BABYKNOTS,boost,1789106474,3.81,8SVjFZ4dFuYkpc6nrhz9Te4rWBxmMk25nTasSSGG52dC,raydium,1789092754,0.00005535,23417.98,55359,55359,164.14,5266.29,55132.36,55132.36,1,1,40,23,365,244,365,244,-2.65,-1.78,-4.04,-4.04,10,1,2,1,CPMM
1789106474,kmqTuLNPS4ZakQ6SoBxD3Cb5CpeaXssmfY1Z9gRSTNK,BULLISH,boost,1789106474,5.69,AUNPe7huZyE5Yqb1De4uS8V22oy2znDuHAKRN6npq9P7,raydium,1789085978,0.000006261,6633.75,6261,6261,48.82,1536.87,132111.64,132111.64,1,0,16,24,1155,1095,1155,1095,2.15,-42.1,-85.05,-85.05,50,0,1,1,CPMM
1789106474,EpEfnZxQyiBXppSKi8sncc8w4corn1UJbF9G91fQpump,PEPENOM,boost+topboost,1789106474,5.1,Bd4wKg3xEBKJ4Xrw8skXMmJ4W65gk3x8yd7AovuBJisZ,pumpswap,1789088104,0.00004024,19680.38,28044,28044,244.63,3510.01,49431.43,49431.43,0,3,25,33,684,571,684,571,-4.36,-16.64,-1.36,-1.36,500,2,2,1,
1789106474,GYHPVwni3ucwizy9BM4TzTMw3PtSgxm5RRYvL8Ecpump,Stocklana,topboost,1789106474,18.82,7x1xReLV6ssLcouvY8uidYwHBBYkBFxqecdzPSmaswcJ,pumpswap,1789038718,0.00008466,26327.58,84221,84221,3465.22,87447.77,750485.05,6018584.92,562,388,6421,4395,31881,22152,118575,76302,-0.06,-37.99,-92.63,-27.6,500,1,2,1,
1789106474,2YhZUBBVxoDAEtXMhkRjHvAHvkDibyxN3ABHQ9Sspump,CAT,topboost,1789106474,45.75,BzZFqwcoATKE8KAXNsoVJsxkUdUVAnvGNsGUuizcFv2C,meteora,1788941779,0.00004437,23969.65,42873,42873,0,0,0,103542.53,0,0,0,0,0,0,1846,1491,,,,-4.77,500,1,1,1,DLMM
1789106474,3wRMLKQN1NXfEJWUnCq5BqdDNQhj6kADWJBfRAufpump,TESTICLE,topboost,1789106474,14.83,EwQNVBX4qWHdsvTozHMqVa938u9dCmGicQgNL7wvsKS4,pumpswap,1789053103,0.000002191,2490.58,2166,2166,0,2.32,236906.05,2562159.39,0,0,2,1,5919,18706,74038,45207,,1.61,-99.67,-96.87,100,1,1,1,
1789106474,7MCgYMzq3fov6oERdtTMAYbN2U9LZrrSYS1MBhjixZFr,POLLY,topboost,1789106474,14.59,ByKfqBGyHQj1hmEUouXfueLJEU1SHdJz3uMtd1yXGunS,raydium,1789053939,0.001094,95723.88,1094829,1094829,4014.96,24462.18,371177.61,2847428.31,12,11,126,84,1697,1262,16307,11680,6.34,31.26,-43.92,2530,100,1,3,1,CPMM
1789106474,9gMyvDXBRUb4BaWSmoG7msm5eX8cCBggoBnU72Fupump,GAY,topboost,1789106474,14.91,CzDGGB2ztpddqDb2YVE4JqhSWob6gWowBQ2zVCQvsWzx,pumpswap,1789052812,0.000001969,2085.66,1947,1947,0,0,4.25,654741.78,0,0,0,0,3,2,17911,9242,,,-0.91,-97.6,100,1,1,1,
1789106474,9XCP3Es48MccofbwBM9ig18WnG8CMcivqzKH1VSJpump,NVDA,topboost,1789106474,21.1,DBThSUgqr9PSy18LSG35B4LjweVJbPttVWPH5Mi7ehEh,pumpswap,1789030510,0.000002438,2549.76,2410,2410,0,0,25.63,852680.67,0,0,0,0,14,6,14563,6519,,,0.68,-97.26,100,1,1,1,
1789106474,GXMC2PM1FA8BZT4uBKoquDdSVBVNdRBQsKAPrzSupump,ASSDAQ,topboost,1789106474,18.61,2RZYjkq6X8jgfWMKLonh9PaijeyVgavZpNA3RJWTRaLR,pumpswap,1789039462,0.000001936,2063.24,1918,1918,0,1.73,6.61,635905.29,0,0,0,1,6,2,11868,7003,,-1.4,0.01,-96.56,100,1,1,1,
1789106474,5Srsp89BUAuGTf1sFMntp6aW9GnUocrXfHJRYnFxpump,PUSSY,topboost,1789106474,15.9,3vdMpn5kvyf8sPfhgeewZaXav8JEJ2Q2fYcY8TGZxRKq,pumpswap,1789049241,0.000001923,2023.64,1904,1904,0,0.07,26.24,554519.66,0,0,0,1,6,8,8261,5801,,0.85,-0.23,-96.68,100,1,1,1,
1789106474,7paKY5zJ98AgtGsMvRxw68uo9WefQ4eryB5SNfH2pump,holyfrog,topboost,1789106474,15.38,A9tsTcTzQ8rLrvCBwWdsVCfcJnZvoe79y6uwgcfAAxNX,pumpswap,1789051123,0.00007445,21827.27,72518,72518,1291.16,13375.92,159141.5,373658.93,13,12,200,95,1381,748,8585,2731,-4.82,-16.11,-0.27,57.07,100,1,2,1,
1789106474,Hg5Ja55T5wESq4vyFoiVCMeHXtGyVA69X2UHq8hgpump,baton,cto,1789106474,33.48,Cb7ZRgPLhji3Th7htXyKEqbXvNjPpeTvckXuWakBUhXu,pumpswap,1788985934,0.002804,211580.35,2801436,2801436,9537.19,57304.03,1547940.54,7469041.65,15,20,187,182,4629,4016,22812,19061,2.3,-0.94,-6.42,-30.13,0,1,1,1,
1789106474,A8AdxR4WqCMvE9ZdzSGKtczGpUhYJ7EjcQXNF2YY5smj,Brian,cto,1789106474,25.33,JC5ADeGLYXN2UyZLf4PCPXhiBLYRrMYpmgyacAJFUbgk,raydium,1789015276,0.00007273,26503,72738,72738,1.85,5246.57,66789.87,687692.57,1,0,34,26,383,326,4851,3671,-0.48,-10.46,-21.1,-88.22,0,1,1,1,CPMM
1789106474,81yZUXCLzmSULad8F8xCXTQXaka1y7L23PeMBmcJ5CKG,WorldCup,gecko,1789106474,0.03,4it36Nj5jfMKT8AtjAdisv1Rb1DDY3fUPbPTGdJjBVEz,meteoradbc,1789106368,0.00004745,,47454.39,47454.39,5482.9,5482.9,5482.9,5482.9,243,239,243,239,243,239,243,239,29.04,29.04,29.04,29.04,0,0,0,1,
1789106474,DAJqod4TunvykoAMYtpjLyNQ1NhiX7ob8rqZiqtNJYBv,Pleb,gecko,1789106474,0.02,6SQnK9iM6Fp8HzhwNveppbsF8zR7pSKCogFWWjSwLrqe,meteoradbc,1789106414,0.00002780,,27803.14,27803.14,4531.86,4531.86,4531.86,4531.86,132,171,132,171,132,171,132,171,122,122,122,122,0,0,0,1,
1789106474,2tYPMnumTQ3sZuZSYV2mTtArFbymC8toYKayA58tiHwq,RICH,gecko,1789106474,0.03,EVvUCQEAXyvkdYEkRcEmBJsHBT2s8t8ov7U189m5TDoZ,pumpswap,1789106357,0.00003849,34493.05,38494,38494,174275.95,174275.95,174275.95,174275.95,823,263,823,263,823,263,823,263,381,381,381,381,0,0,0,1,
1789106474,7ZtE2QFw7th8ktXM5HCYbqxDTpttDEWvdjHbFEP7pump,NVIDOG,gecko,1789106474,0.03,C3X4dUi5KuaSu1tz3xkRrDNPxUM8XjYCTZwvrA5Skn5t,pumpswap,1789106379,0.0001181,27110.6,118107,118107,40572.32,40572.32,40572.32,40572.32,467,83,467,83,467,83,467,83,48.69,48.69,48.69,48.69,0,0,0,1,
