ts,token,pair,esik,n_islem,n_al,n_sat,usd_al,usd_sat,tekil_alici,tekil_satici,max_al,ilk_islem,son_islem
1789311094,AeWo9T3Q4NGRpesKjEX67giCqNJZSgARm1orA3NtVEun,H3egwBPjH1skV7Eu9LTsBx9T6k3PoAJYteaiYKDGpFQS,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311106,Dk8MiHuZtZ1zspsCm9PjnNMjtFDL5DY9jAaTkWPspump,GSV4eXVQn86fJXN31zXqwewj1o4q6GU4wu832WT2iJ3i,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311119,2NVJUEHwMxfNtCRB1bkFiLW1yxTz7aV7Mnmmkk6GjA5U,Aajj8dWKHWM8QQFd7AF1XEa9CLni3mSKfsdtSSEfkYNd,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311131,2aoHFdy8zkEGtgAD4tYkRpbLy2yJvvd8LmLJW99FCCGX,8sAKbVDhzvnLH2nxkTja7KQbV4PDDAn2f7LtHZryzaMV,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311143,7rDUGy3ukxK1FmRH2qDKQtjBR8CbPW58n37JKnPdNWXA,2EgDzWMDeMeqC88mDQP8C4o8HW5LBgYG4bDyt7mgQLog,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311155,C2XLu6SGfA1Ukah4EJ5NHNswgsPb5Dsg1VbjixMccsJY,B8P5WZPk4WyBFXScSqRS1313yPfHJQ7iPboJFaEiuPTK,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311167,CZtXsANroCxeVhX89aaCyphNyUTHYtJk6X2XSH8Vpump,9tXsabgtJe6FZdmkC6WiygsS7yTYuAfo1uuwpqAaFKRA,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311179,CsM91QTqbnkzNUok2dXEhiFBBNz8GQxUxuv9efXC2zYZ,3zDpKCXCd6C1JxXsD872jhPKg6dx2XAmuvW2hWPQQMVk,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311192,DN2H2DMpyLkYqh2ErbxDgsr8vCbexgYthq9d78D8LeRf,5XHLfv1xCUUJqAyFoX4HNCzQBD9jNWDQCgTin2b4mVtz,1000,9,5,4,13867.91,6662.8,1,3,4931.89,2026-09-13T08:01:39Z,2026-09-13T09:04:42Z
1789311204,GqejEMMqV4SP5MXswGDFGeUYhh5C7NuewDoNxb8WDFKp,8JEfUL2qW5q6xdV19iJLi1dAUETpeu9sBxdzZaDvHDz1,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311216,HADxNiZkmxDjreTyThuYPU5LjdtuY1GwQem8b9umxC8y,GZv2BYEVuhyEcv8RR9LELHQp7YkG3o3YYhMscCkYtPy6,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311228,rhobiM4oS4piCBNqAMH9BesnvQMKiRJ2xwjaNC5pump,8rNzjv34xQnaGNkrSnNJfDtmXxofD6uXaPs3RUe262HF,1000,21,10,11,316049.23,413055.74,9,8,301007.8,2026-09-13T07:10:51Z,2026-09-13T10:57:45Z
1789311241,Bqr57yvgtpRHeHUMPM4wPBVixrAUpQ2shkN1gvakg7F7,GNtDoY7vr88HEKkunoY2BerZ5UvpRsWybGuuWqLMMgd,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311253,FgHPgfDCQexN6iKGL7kCXn9AdRMKpe68L5mocMBUpump,HDqbyniT8d7ozCfATcCfSqP2kJoUFDz7QhwwmXPzszGa,1000,8,2,6,3940.58,10827.6,1,4,1971.32,2026-09-13T08:20:14Z,2026-09-13T08:34:34Z
1789311265,GKeUT73KRsvWVYNfQPdghxdHTKKGUAESf3t8BZmfXvih,At3P9qp8d8LnrJAqm9eGizH5jc1uYpG5m3jMyyeKxrWy,1000,62,25,37,49430.69,56165.47,17,28,4571.03,2026-09-12T15:02:26Z,2026-09-13T14:12:17Z
1789311277,GkBWP7MSPpXBhKQwYhVk1QdnZnu3tuNzSwB2Pp2pVmY,GCF5Phu4wCxjXSBtrE8rYSMYcGW4aWfGkfKAPWLF9RiL,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311290,GkiC6UuoBZSbmBw1edqDoMgJFzHiMA1wKQViYyND2jvN,EeyzZQqe5k1g27Wi2jifvq3Pt7T4chzufJK7nzRhKCmN,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311303,HsUQhRregk8ZR9QqEXvjyrZP15rwj4au7VdXWt72pump,3ozaJubnwf6eJVbDnoRbEJN9U7H1TZNAmwzU9HPLNwjp,1000,10,4,6,5422.68,7858.26,2,4,1507.45,2026-09-13T07:51:56Z,2026-09-13T08:31:16Z
1789311315,4LkgRrvwYJaGZHdKAbgMgypxwgDVNZ8rCYyJhSWh8Eez,GuB7RyxSH5CkR1P1bba1yS7KghrtpDotrb8qyVVnmZL7,1000,0,0,0,0.0,0.0,0,0,0.0,,
1789311328,8WXiWXTMNPxmzpZdEmGBYNc3j7B5n3VEqgD6LjXAx2Xp,J3ASmssarchzNYMN7S7Wrpbq9Ex4BGN7obuSN4PNHK9H,1000,134,68,66,106528.3,114346.99,42,39,4070.39,2026-09-12T14:57:45Z,2026-09-13T14:52:07Z
1789311340,E6xuoa8gUidJYt8J5UmMiKrwF6vzgyVuJC5NSjU1s9kn,5ELop6yg1oEBD3T4hP2Csbu1PNUfHnSfrSsARUGh9x1X,1000,19,6,13,9530.18,18305.69,5,9,2018.12,2026-09-13T02:53:24Z,2026-09-13T14:06:34Z
1789311352,F2hTypxpqBigYKKnqwryLtmHTmnUkkm2JfTDhxRiMkum,6gzhHBviZmWcaNGVSmHs2H3o2VkXdkyfsH9oyWPHZktQ,1000,0,0,0,0.0,0.0,0,0,0.0,,
