ts,token,sembol,pair,dex,pair_olusma,fiyat,liq,fdv,mcap,vol_m5,vol_h1,vol_h6,vol_h24,al_m5,sat_m5,al_h1,sat_h1,al_h6,sat_h6,al_h24,sat_h24,deg_m5,deg_h1,deg_h6,deg_h24,boost,n_web,n_sosyal,n_pair,etiket,gt_ts,alici_m5,satici_m5,alici_h1,satici_h1,alici_h6,satici_h6,alici_h24,satici_h24,kilitli_liq
1789219139,6YFcXqC7hZmC8pwqrUvpcFBoEu8d8zKjfu52WqNYpump,$GOBLIN99,ALp78MsQuijHqXNpQ97759im2LGQBrtBkWyqctNS4qKd,pumpswap,1789115518,0.000002167,2324.48,2071,2071,0,0.03,5.12,958.53,0,0,0,1,1,2,8173,2753,,0.35,0.36,-3.76,0,1,2,1,,1789219212,0,0,0,1,1,2,1970,1499,100.0
1789219140,EPHtWbVJ5qDd1KRu7LYaFVT3wUsX631gga6grtfnpump,Flycraft,D5ZdPABh1jZkFh8KskRsD2DHmoCoefwjgv6ZwBt5vJ4F,pumpswap,1789111750,0.000004810,4112.42,4616,4616,0.86,2.84,1246.85,21723.93,0,1,0,2,28,27,562,518,-0.15,-0.41,-6.16,-53.69,0,1,1,1,,1789219212,0,1,0,2,17,25,197,262,100.0
1789219140,BifUDWQFpbTrSxYXBnqCpAVYgcyQGzHzJk2MDmeM2Gyv,TCAT,BtKFCWBQ3T16saR8pN4hkEuhLV2s7Vo65oBqvF7eEZSz,raydium,1789079537,0.001512,101582.16,1512660,1512660,111.31,11928.29,67676.18,375084.25,2,2,43,33,223,124,1434,843,-0.37,-6.54,-21.41,-18.03,0,1,1,1,CPMM,,,,,,,,,,
1789219140,AJJqErsHNdg3xjGaWT4Mb1232q5EUmYHiGYxviZ6pump,AG,3pfHASJwT4bf8ywe9r4iHHQU4jNAZGSrhkYmzBLTrczJ,pumpswap,1789117817,0.000002056,2176.45,1998,1998,0,0,3.56,9.07,0,0,0,0,1,5,5,27,,,0.9,0.37,0,0,0,1,,,,,,,,,,,
1789219138,2yn155z981UCogcmT7yxrz1zHhL77PGfVDsbLiGwpump,JUGGCAT,9DG69rWZcGTM2qjB516AA5LxxMhUUyqDdWFq2c6yHK59,pumpswap,1789124416,0.000002321,2556.53,2252,2252,0.63,0.64,1.49,52.94,0,1,0,2,0,7,9,54,-0.2,-0.01,0.24,-2.96,0,1,2,1,,1789219212,0,1,0,2,0,7,4,52,100.0
1789219140,EA9HxmbSK7K68maRcYAV5vQnfG7b29HhTzeR3fqXpump,Lemon,5CheCbB7ZgEXaQdJHug51bqUEsfcCoTnLVjhZPVJcFoP,pumpswap,1789125632,0.000002509,2457.24,2268,2268,0,5.07,24.7,1428.86,0,0,0,1,0,4,15,75,,-1.02,-1.83,-18.72,0,1,1,1,,1789219212,0,0,0,1,0,4,14,68,100.0
1789219140,DrdwSUzt5ZMqa9Yj1cpvNRRx7zQZP5s9Gm2S8m62STNK,STINK,GHp34Zq9EjTjj6DTsCnP2czhWZDuLUdbhuetNK38igqM,raydium,1789124324,0.0005664,66393.85,566498,566498,5759.72,32659.07,240152.84,1002655.02,31,22,160,125,1273,908,7460,4230,-5.6,5.03,160,8681,0,0,1,1,CPMM,1789219212,11,16,77,91,428,521,1513,1939,100.0
1789219141,HYm6BfpDQkfUtnCWVnj6YAGzJvnpzuCWDZKrpbAVkBFh,WUFF,7GA65yufYGnzdRaJCjy7QPPrivEsf4f85uaTwy4DQaQL,raydium,1788792411,0.0001288,29949.54,128810,128810,0,103.38,2505.66,28808.63,0,0,2,0,18,17,180,130,,1.98,-18.63,-36.93,0,1,2,1,CPMM,1789219212,0,0,0,2,14,15,78,73,99.9999999977866
1789219140,DeCbrdr7VGSL7BTFufojwoJ4gudUrxE9pwBzJ6sApump,poukŸ,5z9oZrUShm7NyiQZdj6NjmuYVAC3sAM12aTTvrmAq89L,pumpswap,1789039185,0.00005776,18589.62,55861,55861,105.32,125.43,289.16,719.06,1,1,1,3,6,4,17,17,0.65,-1.12,2.32,4.75,0,1,2,1,,1789219212,1,0,1,2,5,2,10,11,100.0
1789219138,215MkqNg6G17U8Ys9aSh21M8rR68F2vszHqq8iNJTStk,STOCK,2KMW5TBdeM1hVLRjFSpFGyG9v1RtUWstvUPK7y6wTewi,meteora,1789128230,0.00005485,19299.13,54835,54835,3.77,9213.82,21394.33,137319.79,0,1,30,44,138,150,961,754,-0.99,24.53,159,36.05,0,1,1,1,DYN2,1789219212,0,1,22,36,90,82,399,397,100.0
1789219138,2X4irKtHpVaGQs19JmrZMdPZfZeqQXxbxhAHDBpgh9sP,Bob,DYj7i4HLgVNPWi9N2FPrqYdr7C3wgsUENR1fKVue1DZq,raydium,1789130739,0.00001371,10569.22,13714,13714,0,437.73,3019.67,284160.38,0,0,9,9,63,60,2122,1697,,12.31,46.13,-46.55,0,1,1,1,CPMM,1789219212,0,0,8,6,42,49,975,994,100.0
1789219140,DQTmLdVVKWqXhz5yXXMAj8rWJcvVAmbpnyBrcRqGxytP,BITCAT,C75NmqYf1FqDfXciFzQAiGTyLDkTx5TZMtE2NK2RRBvT,raydium,1789088976,0.00006995,23147.87,69955,69955,600.29,2367.04,10550.56,163910.48,6,2,31,17,150,91,1595,1070,9,-11.17,-7.77,66.14,0,2,1,1,CPMM,1789219212,4,2,29,16,96,74,524,471,100.0
1789219140,DZ2RujvT1FTQvi2fbw5zwDcWAKXxZm2Ggp4ugB1aEwnt,MINER,5vPwrSSNEfHJMzJbFBCaJK59C2UvjmAnnpA24GtMhhzK,raydium,1789129500,0.00003783,19374.37,37836,37836,123.8,11240.91,31196.62,100558.43,5,2,124,82,313,192,939,718,1.99,-19.63,94.82,-56,0,0,2,1,CPMM,1789219212,1,1,58,67,136,193,422,442,100.0
1789219138,33LZGLLvtRDx3uAfJ1CcBSC7pNFqdiCBAvwPsVkBpump,BILL,HNxrfm75oxqW2atwbvFymRfiFT1gUDJeGFproaT5JkPq,pumpswap,1788695507,0.0001562,40565.91,155497,155497,64.49,1536.92,14186.25,166144.25,1,4,18,30,155,152,1462,1304,-0.68,-4.6,1.71,-20.19,0,3,2,1,,1789219212,0,3,16,27,112,113,670,672,100.0
1789219140,BwtrokUHd8x4EJkCHz79tCFZAFx1uTnrviijKspMWLAx,Lemon,w2FxRMeKsXUmejyEvVAKrHw6azPE9QkWqffRP5BQsmd,meteora,1789132696,0.0000000003755,0.66,,,0,0,0,37161.14,0,0,0,0,0,0,1383,1527,,,,-100,0,0,0,1,DYN2,1789219212,0,0,0,0,0,0,223,220,
1789219141,FhdVJUn4kQpy4X9ghrV2XVnyVuBgTp2NZyvWg3xoekpu,STINK,3a4hxAmpkbVi6dHj5s9RekvUqwUzGBXumQjNWPYAg2Rg,meteora,1789132708,0.0000000003940,0.68,,,0,0,0,2199.32,0,0,0,0,0,0,88,96,,,,-100,0,0,0,1,DYN2,1789219212,0,0,0,0,0,0,144,142,
1789219139,7DXpx7wk6Rd4c6YndhSTJ6cN8iPXcQM1ZUWGvTFZSFM,SFM,99VmVAXzyQoyW8KDuaUHp9oT6XLeefX3LG3oiUFWhGx4,meteoradbc,1789132711,0.00003991,,39915.04,39915.04,0,0,0,33181.26,0,0,0,0,0,0,377,268,,,,188,0,0,0,1,,1789219212,0,0,0,0,0,0,273,163,
1789219141,G73cGUjED9Y8XPnkn75QUqT5Q4of82t3iLnTubELDadU,SPCX,AXEJ6FQsJss1589iYaR928NjH6t2nnRnpTxrR4ejGGvX,meteoradbc,1789132715,0.00003795,,37951.55,37951.55,0,0,0,6204.79,0,0,0,0,0,0,178,231,,,,2.22,0,0,0,1,,1789219212,0,0,0,0,0,0,122,151,
1789219139,5hGfvhBdfWQA47Lm4QybCEvK3BT1YzZTsRmzXfKQPGos,Bob,9pNZQdBdU29h3mdxuzxqCnvSFzbU4mppMPJC1VeVGQnp,meteora,1789132725,0.0000000004108,0.69,,,0,0,0,1628.97,0,0,0,0,0,0,111,106,,,,-100,0,0,0,1,DYN2,1789219212,0,0,0,0,0,0,129,134,
1789219138,3C8NJBaCK1uTnuquThMj12UQdzmrwkx3hk5fbT7Vpump,EMBERCHUMP,DMRU5sbFSVRBDpzaDDRdkdfgMgaptyw8w6WbnQBRwP4S,pumpswap,1789134655,0.000002169,2428.54,2145,2145,0,0,11.22,1750868.93,0,0,0,0,5,2,60919,33660,,,2.74,-97.49,200,1,2,1,,1789219212,0,0,0,0,4,2,16933,16665,100.0
1789219140,DWAi7YhCF59EfLUm9nZwdwJfAyExzqvZCvyax9KakHry,WEN,H9Tc12bg2tNi6aD6cjKJHPpRwKEDjehCXbAEDdys269h,raydium,1789137974,0.00004723,18318.73,47230,47230,80.24,2184.89,11060.58,1210137.02,5,2,26,35,103,179,10027,8772,-0.32,-24.89,38.63,7.66,0,0,1,1,CPMM,1789219212,0,2,29,18,116,68,3560,3933,100.0
1789219141,ErUbNDfBdQ87g5vXxmTwYVSo7wKkRTs2ArcYtodkmwXY,XRPCAT,AkuTEFTh1L2egTsMmmt1kp65B3ApjyRT4Q6jWLQHGXUW,raydium,1789085056,0.00001690,11053.37,16908,16908,0,0.82,1306.31,38406.45,0,0,0,1,17,11,331,288,,-0.13,-1.99,-71.81,0,1,0,1,CPMM,1789219212,0,0,1,0,11,14,189,160,100.0
1789219139,9uHVufcAPmqVcgSyYHLnKDwUxbJ6cNznrT8wFYxkFGXX,ROCK,Hws2eHYQ845Lt3rWtc7QtYFz3CsC4tQDLmgA7cX6H5B1,meteora,1788993719,0.00007069,26562.11,70688,70688,0,2253.63,25999.79,156620.67,0,0,13,15,136,102,863,614,,-8.76,2.16,-44.77,0,0,1,1,DYN2,1789219212,0,0,11,10,75,64,346,342,9.00403971265806
1789219140,DDwHYggYCVc8XGj56UEv4bvFBhcSPhm29MPHB5Nipump,HELIUSCAT,AzA9GfDFwvAVoUZC83kAm7gGUU27SiwADV8nJZ6Uu8QV,pumpswap,1789137442,0.000002101,2319.16,2069,2069,0,0,15.27,1646948.67,0,0,0,0,1,1,55399,18303,,,0.02,-97.57,0,1,1,1,,1789219212,0,0,0,0,1,1,9438,9368,100.0
1789219140,9yzErCcHKpEkHAwV61yfQ4Fi24yR8s8TiPsy4gJkF1Tq,MARIE,HSzzwrHJ12Fud6gX57YLi4zbFZX8269zhygoddM3TVJk,raydium,1788967363,0.0003973,81487.96,397347,397347,0,2747.33,31890.13,512957.81,0,0,5,7,71,58,1574,1229,,-11.84,-29.25,161,0,1,2,1,CLMM,1789219212,,,,,,,,,100.0
1789219138,2UbkCTAE8hhZFsnQ4Y77MDvf3xcUW9EC8aw7Hcc6UWCa,LOOP,9QzzichMfTuhmYWgaJQBrCoLKA13bM1B7KRqWKGQzCGt,meteoradbc,1789139647,0.00005150,,51501.57,51501.57,0,0,0,11561.44,0,0,0,0,0,0,441,554,,,,33.18,0,0,0,1,,1789219212,0,0,0,0,0,0,189,177,
1789219140,C5nwcDsUv1oC7oLq7mytzpg39Mh7yEciYWTrWBKpQWxu,OPAI,CTwUwLNRxgEn571jWgqMz3KMxYXG8ap8d8184d23zGWD,meteoradbc,1789139630,0.00005124,,51246.41,51246.41,0,0,0,7439.33,0,0,0,0,0,0,364,338,,,,35.21,0,0,0,1,,1789219212,0,0,0,0,0,0,170,163,
1789219138,3Yb3XJJtMnTa1tJMP45KqkHVrF58z17v9jYpYunEHQzM,PONS,EVY75tZ5wACZCMH2yTVnNoytCMzWZZQNg4uFkdD59MJZ,meteoradbc,1789139599,0.00005124,,51247.88,51247.88,0,0,0,9091.52,0,0,0,0,0,0,422,425,,,,35.22,0,0,0,1,,1789219212,0,0,0,0,0,0,190,180,
1789219139,6N7VdM6eThLjyJ1oZc8fiBBhN1a34mhweoPRwLgwwH5F,STONK,4YATKwyQZfWf9Ky284VWQLkDVwfeFdfonmoPcTKNmxSW,fluxbeam,1789139760,0.001277,1264341.5,1277325,1277325,0,0,0,9161.75,0,0,0,0,0,0,300,0,,,,892,0,0,0,1,,1789219212,0,0,0,0,0,0,20,0,0.0
1789219139,8YR5w7b4F2FtXibVbCQd9V2YhsF8HVpWFUkF2gDpump,WOTF,6nNLr4fCWHYqx3DNJg4w6dAs4T1hMXEigouzxggrGs2y,pumpswap,1789085838,0.000002353,2368.49,2354,2354,0,50.64,68.35,1443641.48,0,0,0,1,0,2,192115,30441,,-3.02,-2.56,-100,0,0,0,1,,1789219212,0,0,0,1,0,2,3778,1874,100.0
1789219141,F9xDkmF1vy53UJ5Psd2gCro3YqP13A4PGCdiofc4pump,TWINTOWERS,6ygyDM6diGQVkDzQ9BtK3qDgNTtPbkoKBLSJ6LG6rNuK,pumpswap,1789139478,0.000002757,2725.48,2663,2663,0,21.52,262.29,221908.54,0,0,1,4,8,10,4561,4013,,0.39,19.16,-93.4,0,0,0,1,,1789219212,0,0,1,4,4,9,1891,1947,100.0
1789219141,SsU4GTsXYiQJJebEs82TBdHCH2C43hm6YobD8iBpump,VAULT,4LtHueB3HxGa7WZGB9USshaNwyajj9dd9GxMu5w3oxbs,pumpswap,1789138133,0.000002867,2842.75,2747,2747,2.31,4.12,46.95,333601.58,0,1,0,2,1,12,4552,3937,-0.51,-0.46,-3.92,-93.26,0,0,0,1,,1789219212,0,1,0,2,1,11,1598,1632,100.0
1789219138,2RbedkHKGCfJ7NyeQBGWSParreAzSeAn6D8GHqLzpump,DELIVERY,JDAY2ptw6QikC4PHvsbL4VBGnFKRCc2XpKj2NcQjpZAS,pumpswap,1789143122,0.000003124,3112.67,2919,2919,0,46.02,231.56,398216.86,0,0,4,1,8,10,2055,1643,,3.83,-3.57,-92.55,500,1,2,1,,1789219200,0,0,3,1,6,10,1177,1037,100.0
1789219138,2q2jMWu2jcjyCdpgJwUo6mgCFZEiBvZ5aFmJmZfXpump,ROBINPEPE,3nZyGF6CosNf1Lf2W8XX9zpETJFtwXvckXkLrC7rKSfK,pumpswap,1789143442,0.000002482,2479.65,2169,2169,0,0,4.01,149731.15,0,0,0,0,1,3,1021,1099,,,0.04,-94.11,0,0,0,1,,1789219200,0,0,0,1,1,3,570,580,100.0
1789219138,2eNX7Vn1npQ1nUiHrD8HwwMbUx2yjPTtGtuJcwdpab3w,LOOP,9egPtbT3WHNQFdHkyvb8xEJNi83k9qp92VMPdVy216So,meteoradbc,1789144984,0.00004700,,47009.05,47009.05,0,0,0,3347.37,0,0,0,0,0,0,114,145,,,,22.94,0,0,0,1,,1789219200,0,0,0,0,0,0,84,110,
1789219139,5LVkreEGsq1VwMPSVR17Tu4gg8s26j4aj6AUmhh4pump,Barley,J6edPnmZNAMiqCgvkq7GnXYPhLhkqZ4wBpvHafYZ4ZCB,pumpswap,1789145776,0.000002042,2237.95,2016,2016,0,0,0,863085.55,0,0,0,0,0,0,12797,8394,,,,-97.04,0,1,1,1,,1789219200,0,0,0,0,0,0,6250,6224,100.0
1789219140,CeEitaSeF2dUsPmiR44Arp6GRq3TsGNNKKCyFBZ2pump,9/11,4mMRsho25AgxhKb8ytwGLy1tsD98q6HJL2T6uNtZbhGU,pumpswap,1789145380,0.000002845,2877.89,2764,2764,0,9.52,110.8,461360.86,0,0,0,4,7,28,8336,7297,,-0.87,-6.23,-93.36,0,0,1,1,,1789219200,0,0,0,4,3,26,2988,2940,100.0
1789219139,9JgZBnMnYJYKZyVpRMiXGDKJUdQDmUEAZmybiFgwpump,LURE,7yad8sKFuFSE822XqfAontTiNDbbtaXkLeZVzzASCwBg,pumpswap,1789146473,0.000002466,2440.43,2372,2372,0,0,146.96,117566.58,0,0,0,0,2,10,1306,1403,,,-12,-94.04,0,1,1,1,,1789219200,0,0,0,0,2,10,723,717,100.0
1789219141,GHcha5wmPV629D2aUnXsAz8x5EgEXTwPzC2YvuFJua5u,METCAT,2kXGtRwAM7VFYAtkXKZbzeXpbe6WwAWnoC65eMTQPDeD,meteora,1788994662,0.0001721,42938.36,172136,172136,1017.88,14520.03,61143.4,616162.59,4,3,72,45,319,334,2912,2572,-2.29,-35.82,17.38,-15.92,0,0,1,1,DYN2,1789219200,2,1,45,32,158,173,884,845,100.0
1789219141,GuvzQrVKq9ZEawE4rkLsruVcjNY9HBzjVkmJqumStPN6,TOKNS,62fmM4i2s6Nk1txsuDtqZsa2hHiukagGAQ37HsFWwjzZ,raydium,1789145032,0.000004635,4676.69,4635,4635,22.54,151.03,301.76,17208.38,1,0,6,2,12,7,163,134,10.83,18.12,2.73,-88.44,0,1,1,1,CPMM,1789219200,0,1,2,3,6,6,101,86,99.9999999983322
1789219139,5GefefPX1mDs6ZJB1apYmz6fCTCiNJpHturZ9bvFpump,Pumpoween,8NVFB1unNk9aDtL5hooF8Hahf2rt4GLPWx9ctEadikHg,pumpswap,1788551378,0.0003836,52044.38,360673,360673,3.4,24.89,544.11,370950.08,0,1,1,3,13,23,604,434,-1.27,-0.23,-0.37,8.9,0,1,1,1,,1789219200,0,1,1,3,10,17,377,309,100.0
1789219141,Ed8FN6KaCMBjvP3H9pS1QUBYEz1RRqss4USW3zERLUrC,3ULL,5rNTji6nQPXT4W2VE4BdVLJpibLfeZ1c8G5zd8k8Vtvc,meteoradbc,1789146868,0.00005065,,50654.35,50654.35,0,0,0,7839.7,0,0,0,0,0,0,379,366,,,,34.54,0,0,0,1,,1789219200,0,0,0,0,0,0,180,164,
1789219139,6866iRxvSwUPsjt2nmymDW9utqWWHgh7rxyMEV7yphzy,3ULL,HqYcgD5iYjhwB1iPihN8QqFd75zBPcszus4bBp7WRm5g,meteoradbc,1789146770,0.00005051,,50510.14,50510.14,0,0,0,4421.61,0,0,0,0,0,0,203,209,,,,34.22,0,0,0,1,,1789219200,0,0,0,0,0,0,133,124,
1789219138,566wqwBzRfTT11YqgeZFXhvQwnBRaY8ULQ9HqaJx5DRP,LOOP,CTbTvPTx8kSzZVPiZjDDCd8zKo4foUhNGye2WY5mU3CC,meteoradbc,1789146422,0.00005100,,51000.42,51000.42,0,0,0,10856.93,0,0,0,0,0,0,473,583,,,,32.82,0,0,0,1,,1789219200,0,0,0,0,0,0,191,187,
1789219140,AZhjEDs1KbvrSBGUvLbuJvZ2QxfFjE4TZFK2neNhPF5v,CINDER,8s3x341GsLeFH1XWRrdNYVnfHAmq4V7mpWwgcipmUqAV,meteoradbc,1789146623,0.00005077,,50773.96,50773.96,0,0,0,3394.26,0,0,0,0,0,0,144,147,,,,34.9,0,0,0,1,,1789219200,0,0,0,0,0,0,93,88,
1789219139,7xEgWY62CdDj3EK1TbghY1upze8u7Nb72NARLWgASed8,Sue,2V243D9atJhFpH3VphtsgBW36EgkQrksRgfnAz3VJyo3,raydium,1789150118,0.000006706,8160.9,6707,6707,0,387.06,1531.7,45735691.83,0,0,0,6,10,34,1032,702,,-14.78,-33.22,-88.91,0,0,2,1,CPMM,1789219200,1,0,6,0,32,8,477,467,99.9999999998213
1789219141,HTDDyKFqUTAi2yZCsy8rPAJaJkCQsf6QZWu4bdeZKfn,这枚硬币,722QNsi6N1qjptnVEAck4Mx6KpeTPsp94ucWVMKeWMJq,meteoradbc,1789154098,0.00004898,,48988.47,48988.47,0,0,0,3488.38,0,0,0,0,0,0,74,118,,,,285,0,0,0,1,,1789219200,0,0,0,0,0,0,58,76,
1789219138,2dPnD3wHKczSaF2d6r1nXGM4vFkhHopw6SGFnznApump,KYC,6VdiT7bQspHkozrGrGyosFfqwq6fJFs5qfsnoZQRT4Di,pumpswap,1789154153,0.000004852,4132.38,4626,4626,44.94,534.88,1817.07,162704.99,0,1,23,19,52,59,3464,2727,-1.91,10.93,-14.19,-88.38,0,0,1,1,,1789219200,0,1,23,20,43,51,1377,1483,100.0
1789219139,7KoLQkmZihJrQc1wehY2GurvqjsM1UeqMtsmobLh4Hxe,GRAMS,Ah5bAFNmUe1Kr9MNoaf4mv4FLhKW26sbPsqXqig2YmjD,meteoradbc,1789154172,0.00005028,,50286.36,50286.36,0,0,0,10248.34,0,0,0,0,0,0,510,602,,,,32.66,0,0,0,1,,1789219200,0,0,0,0,0,0,121,107,
1789219139,87ay1AoTzBXUtUwh6VUooWGEfR4LKfdghXctRqmpump,$1,128zGxBdPQ8ngAmguVuBqpwqkH2DSRo7C7vCpuqVjxRF,pumpswap,1789151674,0.000001795,1816.64,1796,1796,0,0,0,513440.42,0,0,0,0,0,1,379636,97206,,,-1.17,-95.74,0,0,0,1,,1789219200,0,0,0,0,0,1,7877,7919,100.0
1789219140,CGeeXU6dEy5SmUxUpfxQtDzec4p4d5L1Ts1tZb75VsMz,Verity,9GtGrJRjxqwDdas58emeUiyXaCbf2GUEsMZShCY1G1a2,raydium,1788708560,0.0001021,28433.82,102140,102140,0,54.35,9530.23,84306.37,0,0,0,2,56,67,425,330,,-0.77,56.05,-2.28,0,0,2,1,CPMM,1789219200,0,0,2,0,44,39,191,206,100.0
1789219140,ASoQZA3Dee2HU34Vwx3b5SAtTaczJtZcyx1T413nDALL,ALL,uzAK8txfJAvqS9VHtDaYAWfBiYbzwq4BzxdiFJTQEnJ,pumpswap,1789155497,0.002633,167637.24,2496219,2496219,25542.93,250374.63,922641.44,13725249.12,155,84,1158,827,4285,3983,55071,45997,-6.25,-18.51,-12.26,6111,0,1,1,1,,1789219200,68,58,533,498,1599,1861,13350,11718,92.0956584648454
1789219141,Geuunse4wrBN2VtLVirLYB6xehup9b6miAviQaYiEjSG,DOGGO,7etnkWDMGtHAcJiXusdY4jS6uaLQT3TSvadd3qq1Ubbm,pumpswap,1789154952,0.000002958,2937.97,2858,2858,0,0,150.95,440702.69,0,0,0,1,3,12,5339,5151,,0.04,-6.74,-92.9,0,0,2,1,,1789219200,0,0,0,1,3,12,2182,2204,100.0
1789219140,BWnAd36tcvBhDV6jdbsLeKhxkvM3f91uDMw719jNpump,SOLAMA,GF21pCieyq2Zn9BmrJqMtGGpWScGqkBEtLocBeJRafuc,pumpswap,1789152168,0.000002293,2611.79,2278,2278,0,0,0.21,1730430.11,0,0,0,0,0,6,25489,15566,,,0.4,-97.71,0,1,1,1,,1789219200,0,0,0,0,0,6,9396,9370,100.0
1789219140,DGzdG3RxW6vB3uv8TvwDyDgG1KaTwtaqVCfyHwF7sWhu,HI,DRXeg1Gjo4o7qwPqZ9rVMRKPWfWzPdWYYLrm5pSMiBqk,raydium,1789154572,0.000006800,6970.86,6800,6800,0,53.86,1016.21,167766.32,0,0,4,5,16,16,1562,1383,,0.43,24.87,-84.17,0,0,1,1,CPMM,1789219200,1,0,5,3,15,12,811,848,100.0
1789219141,EyufzyNV1Lk6CLVWTs6vS82w5pc3HgG5VMk8QvCb3RB2,Doggo,DqHwS9nm6cQpX1wRsQvNKvpUVRVUokUBn1y5GYXwEGU6,meteoradbc,1789155663,0.00004812,,48124.21,48124.21,0,0,0,9632.46,0,0,0,0,0,0,356,454,,,,26.17,0,0,0,1,,1789219200,0,0,0,0,0,0,109,107,
1789219139,7tNKPq5MmQ6tXuZ8rZxoGWa7uE4EuHxazXBT8G2MoxGD,DOGGO,3Y2v9ocFfKNQz6ixkt6Bik78rrz2EgcNUXgwaDMJJkvt,meteoradbc,1789155559,0.00005046,,50464.22,50464.22,0,0,0,3480.43,0,0,0,0,0,0,145,150,,,,34.77,0,0,0,1,,1789219200,0,0,0,0,0,0,109,100,
1789219139,7YxKrhzb72c7TDT3uBEdHwyGdHoYQtaY7cG5r36534Vu,EMBERCAT,CQ2DRK7HJ3T7iqDnsEMcxSs5HRV4yAsahMooBADSEjQE,meteoradbc,1789155569,0.00004914,,49146.15,49146.15,0,0,0,1429.98,0,0,0,0,0,0,45,30,,,,31.51,0,0,0,1,,1789219200,0,0,0,0,0,0,40,29,
